M HIP_ID Dist RA_J2000 DEC_J2000 V_MAG Parallax PM_RA PM_DEC CCDM Sp_Type HIP_ID_STR FLUX_J FLUX_H FLUX_K
M 25853 N/A 05:31:07.62 -20:51:49.1 5.53 12.0 5.07 -43.02 -------- A0V hip25853 5.546000003814697 5.519999980926514 5.513999938964844
M 26303 N/A 05:36:05.00 -16:51:45.0 8.58 5.79 -11.78 -1.89 -------- A0V hip26303 8.381999969482422 8.366999626159668 8.333000183105469
M 26355 N/A 05:36:44.06 -24:42:11.9 8.34 6.87 -3.1 8.66 -------- A0V hip26355 8.37600040435791 8.373000144958496 8.366000175476074
M 26515 N/A 05:38:17.42 -50:38:27.5 6.43 6.25 -0.72 19.1 -------- A0V hip26515 6.49399995803833 6.559999942779541 6.515999794006348
M 26523 N/A 05:38:26.49 -61:10:01.2 8.08 4.06 -4.01 31.08 -------- A0V hip26523 8.116000175476074 8.180999755859375 8.13700008392334
M 26547 N/A 05:38:43.91 -20:06:52.8 8.41 3.71 -4.44 4.58 -------- A0Vn... hip26547 8.357000350952148 8.357000350952148 8.336000442504883
M 26552 N/A 05:38:46.25 -17:04:14.6 7.98 1.24 10.5 -22.18 -------- A0V hip26552 7.9720001220703125 8.024999618530273 7.994999885559082
M 26567 N/A 05:38:55.40 -71:38:20.0 9.61 1.73 29.71 36.25 -------- A0Vp... hip26567 9.418999671936035 9.411999702453613 9.375
M 26577 N/A 05:39:00.94 -06:29:50.3 8.67 3.02 2.49 -7.62 -------- A0V hip26577 8.388999938964844 8.394000053405762 8.324999809265137
M 26698 N/A 05:40:25.46 -22:38:54.0 7.89 5.22 -2.15 -14.53 -------- A0V hip26698 7.673999786376953 7.7129998207092285 7.642000198364258
M 26812 N/A 05:41:36.04 -03:43:52.2 7.73 5.31 16.62 -9.59 -------- A0V hip26812 7.716000080108643 7.810999870300293 7.736000061035156
M 26862 N/A 05:42:11.58 -30:32:07.6 6.18 5.76 -5.74 8.08 -------- A0V hip26862 6.107999801635742 6.175000190734863 6.089000225067139
M 26934 N/A 05:42:58.81 -04:49:58.0 9.68 1.2 -0.82 -2.64 -------- A0V hip26934 9.161999702453613 9.107000350952148 9.076000213623047
M 26945 N/A 05:43:02.01 -60:52:05.7 9.24 0.95 -5.27 17.25 -------- A0V hip26945 9.02299976348877 8.989999771118164 8.987000465393066
M 26966 N/A 05:43:21.67 -18:33:26.9 5.73 14.45 18.45 -13.2 -------- A0V hip26966 5.7870001792907715 5.8429999351501465 5.7829999923706055
M 27089 N/A 05:44:39.22 -12:46:36.1 7.91 4.03 -10.69 -0.21 -------- A0V hip27089 7.835999965667725 7.854000091552734 7.789999961853027
M 27248 N/A 05:46:30.05 +44:05:45.4 8.51 2.47 -6.09 -3.91 -------- A0V hip27248 8.112000465393066 8.142000198364258 8.08899974822998
M 27307 N/A 05:47:07.70 -18:10:08.2 8.09 3.51 -11.24 0.8 05471-1810 A0V hip27307 8.07800006866455 8.079000473022461 8.062999725341797
M 27331 N/A 05:47:22.19 -38:13:51.3 7.6 5.17 0.24 -7.37 -------- A0V hip27331 7.519999980926514 7.5970001220703125 7.50600004196167
M 27357 N/A 05:47:38.37 -37:59:39.3 8.5 3.74 4.25 0.79 -------- A0Vm... hip27357 8.211000442504883 8.222000122070312 8.17199993133545
M 27425 N/A 05:48:26.16 -22:29:42.3 9.08 0.94 -3.05 1.48 -------- A0V hip27425 8.916000366210938 8.954999923706055 8.881999969482422
M 27554 N/A 05:50:06.43 +45:05:32.8 8.15 5.25 -1.28 -0.27 05501+4506 A0V hip27554 7.813000202178955 7.813000202178955 7.744999885559082
M 27603 N/A 05:50:39.01 -65:15:36.4 7.99 3.81 3.47 28.21 -------- A0V hip27603 7.928999900817871 7.89900016784668 7.8429999351501465
M 27731 N/A 05:52:17.26 +58:57:50.7 6.14 5.98 -1.53 -20.97 -------- A0Vs hip27731 6.131999969482422 6.184000015258789 6.192999839782715
M 27830 N/A 05:53:19.64 +27:36:44.1 4.56 7.45 3.82 -9.58 -------- A0V hip27830 4.789000034332275 4.734000205993652 4.486999988555908
M 27833 N/A 05:53:21.38 -22:22:17.2 8.39 2.31 0.32 7.76 -------- A0V hip27833 8.425000190734863 8.472000122070312 8.48900032043457
M 27848 N/A 05:53:30.81 +44:16:24.4 8.75 1.64 7.46 -10.79 -------- A0V hip27848 8.369999885559082 8.347999572753906 8.32800006866455
M 27966 N/A 05:54:56.97 -65:53:00.6 7.92 3.42 -3.63 27.01 -------- A0V hip27966 7.929999828338623 7.995999813079834 7.952000141143799
M 27976 N/A 05:54:59.54 -30:18:20.8 7.82 4.94 -5.64 9.91 -------- A0V hip27976 7.736999988555908 7.781000137329102 7.736000061035156
M 28056 N/A 05:55:57.32 +00:50:10.1 7.17 5.81 -2.13 1.52 -------- A0V hip28056 6.900000095367432 6.886000156402588 6.821000099182129
M 28112 N/A 05:56:31.95 -33:26:04.1 7.3 5.36 3.81 14.14 -------- A0V hip28112 7.260000228881836 7.296000003814697 7.271999835968018
M 28449 N/A 06:00:24.94 -00:41:01.7 8.19 2.96 3.82 -5.19 -------- A0V hip28449 7.951000213623047 7.965000152587891 7.888999938964844
M 28520 N/A 06:01:13.10 -25:25:03.9 6.04 8.99 -12.13 -20.7 -------- A0V hip28520 5.958000183105469 5.965000152587891 5.926000118255615
M 28539 N/A 06:01:29.43 -18:17:20.1 8.6 3.66 -0.4 -23.37 -------- A0V hip28539 8.529999732971191 8.574000358581543 8.550999641418457
M 28580 N/A 06:01:57.79 -34:30:44.8 8.68 2.07 -3.07 13.18 -------- A0V hip28580 8.70199966430664 8.777999877929688 8.708999633789062
M 28601 N/A 06:02:11.73 -19:41:29.2 7.83 6.68 7.64 -19.29 -------- A0V hip28601 7.630000114440918 7.673999786376953 7.599999904632568
M 28686 N/A 06:03:24.76 +11:40:51.8 6.09 6.79 -11.84 -5.03 -------- A0Vs hip28686 6.0920000076293945 6.123000144958496 6.0879998207092285
M 28735 N/A 06:04:07.22 -29:20:20.5 7.8 3.01 -7.5 -1.29 -------- A0V hip28735 7.783999919891357 7.8420000076293945 7.796999931335449
M 28781 N/A 06:04:36.87 -36:39:11.6 8.31 2.3 -5.6 -2.06 -------- A0V hip28781 8.281000137329102 8.315999984741211 8.300999641418457
M 28849 N/A 06:05:23.88 -81:59:26.3 8.29 4.75 4.64 25.52 -------- A0V hip28849 8.192000389099121 8.234999656677246 8.206999778747559
M 28855 N/A 06:05:27.18 -35:30:49.1 5.8 12.4 13.88 16.09 -------- A0V hip28855 5.723999977111816 5.767000198364258 5.738999843597412
M 28876 N/A 06:05:47.74 -26:19:28.1 8.91 3.29 3.43 -1.36 -------- A0V hip28876 8.652000427246094 8.666000366210938 8.59000015258789
M 28877 N/A 06:05:48.34 -16:57:33.7 7.87 5.63 -2.7 1.7 -------- A0V hip28877 7.808000087738037 7.828999996185303 7.815999984741211
M 28909 N/A 06:06:09.38 -66:02:22.6 5.72 9.82 13.51 27.98 -------- A0V hip28909 5.76800012588501 5.752999782562256 5.750999927520752
M 28910 N/A 06:06:09.32 -14:56:06.8 4.67 19.14 -16.87 13.16 -------- A0V hip28910 4.743000030517578 4.5929999351501465 4.5229997634887695
M 28960 N/A 06:06:42.84 -22:24:10.6 8.73 5.0 -8.86 8.89 -------- A0V hip28960 8.555000305175781 8.550000190734863 8.477999687194824
M 29031 N/A 06:07:30.77 -36:18:34.0 7.8 4.86 3.35 -12.29 -------- A0V hip29031 7.770999908447266 7.859000205993652 7.739999771118164
M 29064 N/A 06:07:52.86 -42:09:14.5 5.5 12.48 -11.08 -17.37 06079-4209 A0V hip29064 5.502999782562256 5.51800012588501 5.4629998207092285
M 29088 N/A 06:08:09.06 -19:25:54.3 8.21 3.86 -3.43 0.29 -------- A0V hip29088 8.140000343322754 8.258999824523926 8.130999565124512
M 29150 N/A 06:08:57.87 -22:25:38.6 5.49 12.77 -3.85 -52.83 -------- A0V hip29150 5.460999965667725 5.486999988555908 5.453000068664551
M 29152 N/A 06:08:57.85 -38:03:53.3 8.0 6.45 -2.66 -4.83 -------- A0V hip29152 7.8480000495910645 7.8979997634887695 7.802000045776367
M 29194 N/A 06:09:29.28 -24:14:58.7 8.37 0.88 -2.66 7.08 -------- A0V hip29194 8.354000091552734 8.401000022888184 8.348999977111816
M 29304 N/A 06:10:39.93 -45:16:55.1 6.28 4.92 -1.09 7.78 -------- A0V hip29304 6.255000114440918 6.304999828338623 6.2170000076293945
M 29340 N/A 06:11:07.98 -28:35:53.2 8.4 3.07 -7.31 -0.46 -------- A0V hip29340 8.331000328063965 8.343999862670898 8.336999893188477
M 29371 N/A 06:11:27.91 +13:38:18.8 6.04 7.58 -4.9 -17.81 -------- A0Vnn hip29371 5.88100004196167 5.877999782562256 5.870999813079834
M 29469 N/A 06:12:32.30 -22:33:39.0 8.27 3.15 -5.78 6.8 -------- A0V hip29469 8.298999786376953 8.36400032043457 8.329000473022461
M 29507 N/A 06:12:59.17 -28:27:49.0 7.28 7.12 -2.12 20.63 -------- A0V hip29507 7.24399995803833 7.260000228881836 7.2210001945495605
M 29567 N/A 06:13:44.66 -18:45:26.8 9.08 3.34 2.25 0.52 -------- A0V hip29567 8.847000122070312 8.87600040435791 8.791000366210938
M 29619 N/A 06:14:30.30 -29:36:15.5 6.98 6.09 -9.31 0.13 06145-2936 A0V hip29619 7.00600004196167 7.085000038146973 7.0229997634887695
M 29710 N/A 06:15:29.19 -32:32:04.9 8.18 2.83 1.5 20.57 -------- A0V hip29710 8.020000457763672 8.005000114440918 7.959000110626221
M 29729 N/A 06:15:40.46 -46:07:55.2 8.29 2.45 -4.77 20.49 -------- A0V hip29729 8.069999694824219 8.039999961853027 8.020000457763672
M 29816 N/A 06:16:45.01 -43:38:38.2 7.34 6.6 -5.18 5.68 -------- A0V hip29816 7.333000183105469 7.363999843597412 7.330999851226807
M 29851 N/A 06:17:07.93 -22:22:27.6 7.03 9.34 4.47 -18.95 -------- A0V hip29851 6.974999904632568 6.980000019073486 7.007999897003174
M 29881 N/A 06:17:33.31 +14:03:31.2 6.59 3.09 -1.52 -2.67 -------- A0V hip29881 6.564000129699707 6.611999988555908 6.620999813079834
M 29893 N/A 06:17:40.83 -40:39:30.6 8.0 4.9 -6.64 15.09 -------- A0V hip29893 7.860000133514404 7.861000061035156 7.802000045776367
M 29909 N/A 06:17:50.87 +19:27:25.7 7.52 2.47 3.99 -13.04 -------- A0V hip29909 7.563000202178955 7.640999794006348 7.635000228881836
M 29942 N/A 06:18:14.11 -72:07:55.9 7.76 4.67 -1.73 27.26 -------- A0V hip29942 7.579999923706055 7.572999954223633 7.520999908447266
M 29966 N/A 06:18:29.76 -14:35:53.9 8.37 2.62 3.77 -4.34 -------- A0V hip29966 8.241999626159668 8.279000282287598 8.255999565124512
M 29997 N/A 06:18:50.78 +69:19:11.2 4.76 18.55 -1.64 -101.65 -------- A0Vn hip29997 4.9730000495910645 4.767000198364258 4.671999931335449
M 30017 N/A 06:19:00.07 -43:35:22.6 9.12 1.42 -8.25 10.79 -------- A0V hip30017 9.069000244140625 9.126999855041504 9.11400032043457
M 30054 N/A 06:19:28.47 -42:53:10.8 8.07 4.69 -9.5 12.19 -------- A0V hip30054 8.04800033569336 8.121000289916992 8.112000465393066
M 30090 N/A 06:19:58.72 -20:31:51.9 8.19 3.87 2.81 -8.32 -------- A0V hip30090 8.052000045776367 8.071999549865723 8.038999557495117
M 30140 N/A 06:20:34.80 -16:08:16.3 9.48 6.51 -0.87 8.85 -------- A0Vn... hip30140 9.196000099182129 9.144000053405762 9.109999656677246
M 30155 N/A 06:20:43.29 +15:41:39.1 8.98 0.32 -3.01 -3.23 -------- A0V hip30155 8.347999572753906 8.279999732971191 8.270000457763672
M 30184 N/A 06:21:02.84 -17:57:27.1 8.09 1.65 -0.07 -5.23 -------- A0V hip30184 7.945000171661377 7.958000183105469 7.9039998054504395
M 30193 N/A 06:21:08.80 -16:40:37.8 8.03 5.76 -12.45 12.33 -------- A0V hip30193 7.820000171661377 7.84499979019165 7.817999839782715
M 30295 N/A 06:22:20.50 -19:05:51.2 8.9 0.79 -3.72 -4.59 -------- A0V hip30295 8.847000122070312 8.885000228881836 8.843999862670898
M 30360 N/A 06:23:07.82 -70:56:41.2 8.1 3.14 -0.73 22.68 -------- A0V hip30360 7.945000171661377 7.926000118255615 7.894999980926514
M 30463 N/A 06:24:13.84 -60:16:52.7 5.78 11.37 -30.78 29.99 -------- A0V hip30463 5.755000114440918 5.802999973297119 5.754000186920166
M 30583 N/A 06:25:40.48 -29:42:10.7 6.89 2.51 -3.63 -1.78 -------- A0V hip30583 6.8429999351501465 6.890999794006348 6.863999843597412
M 30594 N/A 06:25:46.53 +02:16:18.0 6.51 5.89 -2.08 -17.2 -------- A0V hip30594 6.499000072479248 6.505000114440918 6.510000228881836
M 30626 N/A 06:26:09.49 -41:38:12.8 7.96 3.34 -10.51 -0.21 -------- A0V hip30626 7.817999839782715 7.826000213623047 7.723999977111816
M 30642 N/A 06:26:22.94 -13:43:11.5 8.45 1.97 -0.29 -2.0 -------- A0V hip30642 8.057999610900879 8.048999786376953 8.020999908447266
M 30662 N/A 06:26:36.85 -15:31:02.4 8.77 3.98 -7.06 7.81 -------- A0V hip30662 8.536999702453613 8.513999938964844 8.505000114440918
M 30672 N/A 06:26:43.62 -44:04:02.9 7.7 4.38 4.86 10.76 -------- A0V hip30672 7.710999965667725 7.76200008392334 7.769000053405762
M 30681 N/A 06:26:50.45 -17:59:24.6 9.34 1.42 -0.8 2.62 -------- A0V hip30681 9.104999542236328 9.102999687194824 9.074999809265137
M 30760 N/A 06:27:48.62 -62:08:59.7 6.61 12.66 0.95 24.79 -------- A0V hip30760 6.410999774932861 6.390999794006348 6.36299991607666
M 30762 N/A 06:27:50.96 +47:24:17.7 6.55 10.41 -28.45 3.46 -------- A0V hip30762 6.546000003814697 6.613999843597412 6.620999813079834
M 30918 N/A 06:29:21.32 -17:48:47.2 8.06 2.48 -1.65 -2.34 06294-1749 A0V hip30918 7.817999839782715 7.806000232696533 7.751999855041504
M 30967 N/A 06:30:00.62 -31:10:28.0 7.55 4.37 -6.03 4.17 -------- A0V hip30967 7.543000221252441 7.5929999351501465 7.576000213623047
M 31094 N/A 06:31:30.31 -20:44:03.6 8.85 1.22 5.63 -17.66 -------- A0V hip31094 8.656999588012695 8.64799976348877 8.666999816894531
M 31284 N/A 06:33:39.83 -26:19:46.6 7.2 5.88 -7.6 1.41 -------- A0V hip31284 7.057000160217285 7.052999973297119 6.986999988555908
M 31298 N/A 06:33:49.37 -33:02:18.2 8.15 6.03 0.25 8.04 -------- A0V hip31298 8.111000061035156 8.17300033569336 8.083999633789062
M 31385 N/A 06:34:46.32 +07:34:20.9 6.44 9.01 -16.76 -7.43 06348+0734 A0Vs hip31385 6.440000057220459 6.484000205993652 6.453999996185303
M 31434 N/A 06:35:12.06 +28:01:20.2 5.26 7.3 -0.41 -12.46 -------- A0Vnn hip31434 5.151000022888184 5.210000038146973 5.146999835968018
M 31460 N/A 06:35:25.01 -13:17:44.2 9.08 2.86 -5.92 6.39 -------- A0V hip31460 8.734000205993652 8.65999984741211 8.635000228881836
M 31654 N/A 06:37:30.47 -25:09:17.1 8.46 2.61 -2.51 -3.23 -------- A0V hip31654 8.192999839782715 8.23799991607666 8.164999961853027
M 31679 N/A 06:37:42.57 -44:29:44.4 7.71 3.3 1.31 6.06 -------- A0V hip31679 7.673999786376953 7.734000205993652 7.750999927520752
M 31778 N/A 06:38:41.35 -46:10:30.5 8.38 3.08 -8.03 11.05 -------- A0V hip31778 8.34000015258789 8.378000259399414 8.317000389099121
M 31785 N/A 06:38:45.61 -16:15:39.1 7.1 9.89 4.76 -5.82 -------- A0V hip31785 7.011000156402588 7.019000053405762 7.019000053405762
M 31844 N/A 06:39:28.96 -21:47:08.4 8.39 3.63 -6.12 1.7 -------- A0V hip31844 8.27299976348877 8.28499984741211 8.317000389099121
M 31859 N/A 06:39:36.22 -23:41:44.3 6.05 5.31 4.4 -7.84 06396-2342 A0V hip31859 6.052999973297119 6.053999900817871 6.081999778747559
M 31882 N/A 06:39:54.03 -26:47:16.4 8.32 2.59 -5.86 1.86 -------- A0V hip31882 8.090999603271484 8.098999977111816 8.08899974822998
M 32013 N/A 06:41:18.13 -40:17:34.2 7.78 4.62 -2.82 -3.38 -------- A0V hip32013 7.723999977111816 7.784999847412109 7.75
M 32106 N/A 06:42:25.55 -67:50:35.1 6.72 7.58 -20.68 37.45 -------- B9.5/A0V hip32106 6.7820000648498535 6.803999900817871 6.755000114440918
M 32136 N/A 06:42:40.44 -36:37:49.4 7.86 4.79 -12.76 7.75 -------- A0V hip32136 7.793000221252441 7.811999797821045 7.757999897003174
M 32171 N/A 06:43:02.27 -13:41:53.1 7.14 5.93 -4.9 -21.64 -------- A0V hip32171 6.951000213623047 6.989999771118164 6.914000034332275
M 32175 N/A 06:43:06.05 -29:14:14.3 7.28 4.85 -2.23 2.2 -------- A0V hip32175 7.245999813079834 7.25600004196167 7.249000072479248
M 32278 N/A 06:44:20.37 -17:50:35.7 8.65 7.26 6.35 -11.28 -------- A0V hip32278 8.440999984741211 8.461999893188477 8.413000106811523
M 32479 N/A 06:46:43.47 -33:40:08.0 8.53 1.78 -2.66 -4.12 -------- A0V hip32479 8.32800006866455 8.416999816894531 8.300000190734863
M 32549 N/A 06:47:28.81 +69:37:44.7 8.24 2.17 -1.69 -8.62 -------- A0V hip32549 8.055999755859375 8.109999656677246 8.083000183105469
M 32816 N/A 06:50:27.87 -23:04:25.0 10.06 2.46 -5.12 6.93 -------- A0V hip32816 9.878000259399414 9.817000389099121 9.82800006866455
M 32836 N/A 06:50:42.02 -22:59:38.2 9.25 5.42 -4.95 7.45 -------- A0V hip32836 9.052000045776367 9.029999732971191 8.984999656677246
M 33126 N/A 06:53:55.46 -24:32:19.4 6.23 6.91 -4.22 1.44 -------- A0V hip33126 6.132999897003174 6.164000034332275 6.135000228881836
M 33137 N/A 06:54:01.69 -27:45:36.0 8.33 3.81 -7.18 16.67 -------- A0V hip33137 8.194999694824219 8.220000267028809 8.199999809265137
M 33273 N/A 06:55:15.87 -70:29:20.6 7.07 4.23 1.09 15.61 -------- A0V hip33273 7.0279998779296875 7.038000106811523 7.0320000648498535
M 33297 N/A 06:55:34.62 +08:19:27.3 6.28 9.74 -23.05 -1.88 -------- A0V hip33297 6.177999973297119 6.164999961853027 6.13100004196167
M 33359 N/A 06:56:17.89 -38:36:34.7 7.68 6.26 -16.18 9.51 -------- A0Vn hip33359 7.61899995803833 7.684999942779541 7.6570000648498535
M 33365 N/A 06:56:20.93 -37:31:17.0 8.28 3.96 13.99 24.39 -------- A0V hip33365 8.182000160217285 8.206999778747559 8.164999961853027
M 33511 N/A 06:57:57.37 -23:53:02.3 9.97 3.04 -2.98 4.73 -------- A0V hip33511 9.958000183105469 10.027000427246094 9.99899959564209
M 33574 N/A 06:58:35.76 -23:52:51.0 6.73 7.05 1.69 8.4 -------- A0V hip33574 6.60099983215332 6.593999862670898 6.565999984741211
M 33590 N/A 06:58:41.73 -45:46:03.3 6.23 7.68 -13.64 -4.09 -------- A0V hip33590 6.165999889373779 6.256999969482422 6.176000118255615
M 33609 N/A 06:58:59.98 -47:01:24.0 7.28 7.13 -10.38 -3.58 -------- A0V hip33609 7.244999885559082 7.326000213623047 7.2779998779296875
M 33711 N/A 07:00:14.05 -13:35:14.6 8.92 2.58 -5.58 -5.11 -------- A0V hip33711 8.748000144958496 8.743000030517578 8.699000358581543
M 33717 N/A 07:00:16.73 -60:51:45.8 7.71 4.82 2.75 18.39 07003-6052 A0V hip33717 7.839000225067139 7.876999855041504 7.855999946594238
M 33803 N/A 07:01:05.66 -40:47:41.8 7.36 5.59 -15.18 10.67 -------- A0V hip33803 7.373000144958496 7.452000141143799 7.433000087738037
M 33909 N/A 07:02:15.48 -43:24:13.9 6.44 7.99 1.81 -0.31 -------- A0V hip33909 6.454999923706055 6.508999824523926 6.510000228881836
M 33935 N/A 07:02:29.08 -24:52:36.5 9.59 2.67 -2.4 1.36 -------- A0V hip33935 9.781999588012695 9.82800006866455 9.843000411987305
M 34107 N/A 07:04:20.18 +01:29:18.5 6.57 3.92 -4.18 -5.13 07043+0130 A0V hip34107 6.4710001945495605 6.486999988555908 6.445000171661377
M 34111 N/A 07:04:22.08 -09:06:17.3 8.21 3.72 -7.55 0.03 -------- A0V hip34111 7.860000133514404 7.794000148773193 7.747000217437744
M 34192 N/A 07:05:24.14 -38:14:02.1 7.8 4.99 -1.94 -10.86 -------- A0V hip34192 7.686999797821045 7.716000080108643 7.698999881744385
M 34216 N/A 07:05:39.68 -37:37:46.2 8.71 3.59 -8.96 7.37 -------- A0V hip34216 8.527000427246094 8.520000457763672 8.48799991607666
M 34246 N/A 07:05:57.78 -42:19:39.0 7.21 7.03 -12.67 25.35 07060-4220 A0V hip34246 7.2270002365112305 7.27400016784668 7.2769999504089355
M 34276 N/A 07:06:20.93 -43:36:38.6 6.52 10.77 5.68 12.22 -------- A0V hip34276 6.486000061035156 6.4770002365112305 6.479000091552734
M 34383 N/A 07:07:46.16 -30:30:06.0 8.82 2.38 -12.5 6.22 -------- A0V hip34383 8.763999938964844 8.75100040435791 8.769000053405762
M 34459 N/A 07:08:34.62 -17:40:09.2 9.44 0.32 -8.07 2.98 -------- A0V hip34459 9.291000366210938 9.265999794006348 9.241000175476074
M 34477 N/A 07:08:44.40 -34:03:36.4 8.91 3.78 1.16 2.5 -------- A0V hip34477 8.770000457763672 8.819000244140625 8.795999526977539
M 34504 N/A 07:08:56.36 -12:19:09.2 8.65 2.99 -10.58 2.21 -------- A0V hip34504 8.456999778747559 8.430999755859375 8.425000190734863
M 34790 N/A 07:12:07.70 -47:24:13.6 9.75 4.81 -2.3 12.9 -------- A0V hip34790 9.52400016784668 9.470000267028809 9.46500015258789
M 34868 N/A 07:12:52.95 -43:53:06.7 7.27 5.09 -7.24 -2.46 -------- A0V hip34868 7.116000175476074 7.111000061035156 7.0920000076293945
M 34949 N/A 07:13:53.17 -21:08:39.9 9.38 2.85 0.59 0.48 -------- B9.5/A0V hip34949 9.135000228881836 9.097000122070312 9.079999923706055
M 35028 N/A 07:14:42.57 -63:03:51.4 8.38 3.81 -2.19 41.59 -------- A0Vs hip35028 8.147000312805176 8.204999923706055 8.145000457763672
M 35030 N/A 07:14:46.24 -35:14:51.6 8.68 4.15 -9.85 8.28 -------- A0V hip35030 8.645999908447266 8.682999610900879 8.682999610900879
M 35047 N/A 07:14:52.45 -43:43:28.0 9.19 3.16 2.74 19.21 -------- A0Vs hip35047 8.954000473022461 9.017999649047852 8.968999862670898
M 35132 N/A 07:15:47.29 -23:44:24.9 6.34 3.58 -14.06 12.83 -------- A0V hip35132 6.276000022888184 6.3379998207092285 6.2779998779296875
M 35182 N/A 07:16:15.93 -51:35:24.9 9.87 0.34 2.53 -1.81 -------- A0V hip35182 7.322999954223633 6.6539998054504395 6.452000141143799
M 35183 N/A 07:16:15.94 -54:13:34.4 7.66 6.62 -11.11 18.73 -------- A0V hip35183 7.645999908447266 7.6539998054504395 7.64300012588501
M 35220 N/A 07:16:47.06 -13:40:52.0 7.2 3.71 -3.07 -3.23 -------- A0V hip35220 6.992000102996826 7.033999919891357 6.984000205993652
M 35262 N/A 07:17:07.20 -28:36:01.4 7.12 3.35 -14.82 -4.48 -------- A0V hip35262 7.072999954223633 7.067999839782715 7.077000141143799
M 35345 N/A 07:18:04.09 +30:57:21.1 6.19 5.33 -4.9 -22.39 -------- A0Vn hip35345 6.130000114440918 6.188000202178955 6.171999931335449
M 35393 N/A 07:18:33.51 -39:12:37.0 5.24 6.95 -9.95 9.01 -------- A0V hip35393 5.0920000076293945 5.119999885559082 5.0929999351501465
M 35397 N/A 07:18:36.27 -23:06:30.9 9.52 3.27 -4.71 -2.81 -------- A0V hip35397 9.458999633789062 9.482999801635742 9.437999725341797
M 35406 N/A 07:18:38.18 -36:44:33.8 5.11 3.9 -10.15 5.9 07184-3645 A0V hip35406 5.446000099182129 5.5279998779296875 5.554999828338623
M 35447 N/A 07:19:06.54 -35:11:03.2 7.81 3.8 -13.9 11.43 -------- A0V hip35447 7.840000152587891 7.927999973297119 7.84499979019165
M 35641 N/A 07:21:15.82 -32:01:36.0 9.32 2.84 -7.98 3.04 -------- A0V hip35641 9.317999839782715 9.357999801635742 9.34000015258789
M 35645 N/A 07:21:20.67 -41:59:25.1 7.86 5.12 -11.58 17.03 -------- A0V hip35645 7.76800012588501 7.809000015258789 7.769000053405762
M 35701 N/A 07:21:58.44 -23:32:16.9 8.65 4.95 -2.82 0.56 -------- A0V hip35701 8.536999702453613 8.552000045776367 8.529999732971191
M 35787 N/A 07:22:53.86 +55:20:27.2 7.57 6.61 -5.34 -32.31 07228+5518 A0V hip35787 7.498000144958496 7.554999828338623 7.513999938964844
M 35837 N/A 07:23:24.12 -13:21:00.7 8.23 4.16 -4.02 -4.62 -------- A0V hip35837 7.931000232696533 7.9070000648498535 7.86299991607666
M 36078 N/A 07:26:02.42 +14:06:10.6 7.4 1.2 -8.72 -7.39 07260+1406 A0V hip36078 7.519999980926514 7.585000038146973 7.589000225067139
M 36136 N/A 07:26:38.76 -23:04:55.3 7.41 5.39 -5.42 4.43 -------- A0V hip36136 7.329999923706055 7.369999885559082 7.335000038146973
M 36190 N/A 07:27:09.40 -41:03:19.8 8.37 4.49 -6.98 7.33 -------- A0V hip36190 8.270999908447266 8.222999572753906 8.1850004196167
M 36217 N/A 07:27:30.59 -31:56:20.8 9.19 3.25 -7.85 4.99 -------- A0V hip36217 9.239999771118164 9.258999824523926 9.279999732971191
M 36267 N/A 07:28:02.67 -27:21:57.4 9.81 2.73 -4.56 3.18 -------- A0V hip36267 9.595999717712402 9.57800006866455 9.557999610900879
M 36422 N/A 07:29:45.34 -46:41:22.1 7.41 5.89 -5.98 10.04 -------- A0V hip36422 7.260000228881836 7.2729997634887695 7.199999809265137
M 36472 N/A 07:30:18.23 -15:50:58.7 8.03 4.39 -0.98 -12.97 -------- A0V hip36472 7.693999767303467 7.664000034332275 7.632999897003174
M 36486 N/A 07:30:26.84 -20:48:28.7 7.37 4.04 -10.32 11.46 -------- A0V hip36486 7.145999908447266 7.117000102996826 7.11899995803833
M 36489 N/A 07:30:28.60 -50:36:32.3 6.55 8.55 1.16 17.52 -------- A0V hip36489 6.584000110626221 6.607999801635742 6.591000080108643
M 36579 N/A 07:31:25.36 -12:14:28.1 8.38 3.77 -3.67 -4.52 -------- A0V hip36579 8.147000312805176 8.083000183105469 8.083000183105469
M 36812 N/A 07:34:15.89 +03:22:18.2 5.83 4.82 -3.19 -4.53 07343+0322 A0Vnn hip36812 5.767000198364258 5.801000118255615 5.73799991607666
M 36837 N/A 07:34:28.84 -26:07:00.6 6.64 9.65 -18.92 -29.66 -------- A0V hip36837 6.625 6.682000160217285 6.65500020980835
M 36875 N/A 07:34:51.07 -44:17:46.0 6.81 5.62 -17.74 2.31 -------- A0V hip36875 6.756999969482422 6.789999961853027 6.760000228881836
M 36923 N/A 07:35:25.42 -51:59:02.5 10.01 2.53 -1.94 9.63 -------- A0V hip36923 9.776000022888184 9.557000160217285 9.496999740600586
M 36937 N/A 07:35:35.37 -27:19:00.9 8.36 3.51 -12.99 7.23 -------- A0V hip36937 8.371999740600586 8.460000038146973 8.434000015258789
M 36946 N/A 07:35:44.80 -30:03:32.7 8.6 2.26 -1.46 -2.73 -------- A0V hip36946 8.543000221252441 8.553999900817871 8.527999877929688
M 37002 N/A 07:36:17.06 -67:22:41.8 7.56 2.27 -4.94 1.52 -------- A0V hip37002 7.256999969482422 7.243000030517578 7.1620001792907715
